phage,phy,scorephy
NC_055749.1,Deinococcota,0
NC_055749.1,Chlamydiota,0
NC_055749.1,Actinomycetota,0
NC_055749.1,Campylobacterota,0
NC_051693.1,Mycoplasmatota,0
NC_051693.1,Spirochaetota,0
NC_051693.1,Cyanobacteriota,0
NC_051693.1,Bacillota,0
NC_051693.1,Bacteroidota,0
NC_051693.1,Rhodothermota,0
NC_051693.1,Pseudomonadota,0
NC_051693.1,Bdellovibrionota,0
NC_051693.1,Deinococcota,0
NC_051693.1,Chlamydiota,0
NC_051693.1,Actinomycetota,1
NC_051693.1,Campylobacterota,0
NC_049447.1,Mycoplasmatota,0
NC_049447.1,Spirochaetota,0
NC_049447.1,Cyanobacteriota,0
NC_049447.1,Bacillota,1
NC_049447.1,Bacteroidota,0
NC_049447.1,Rhodothermota,0
NC_049447.1,Pseudomonadota,0
NC_049447.1,Bdellovibrionota,0
NC_049447.1,Deinococcota,0
NC_049447.1,Chlamydiota,0
NC_049447.1,Actinomycetota,0
NC_049447.1,Campylobacterota,0
NC_028896.1,Mycoplasmatota,0
NC_028896.1,Spirochaetota,0
NC_028896.1,Cyanobacteriota,0
NC_028896.1,Bacillota,0
NC_028896.1,Bacteroidota,0
NC_028896.1,Rhodothermota,0
NC_028896.1,Pseudomonadota,1
NC_028896.1,Bdellovibrionota,0
NC_028896.1,Deinococcota,0
NC_028896.1,Chlamydiota,0
NC_028896.1,Actinomycetota,0
NC_028896.1,Campylobacterota,0
NC_002371.2,Mycoplasmatota,0
NC_002371.2,Spirochaetota,0
NC_002371.2,Cyanobacteriota,0
NC_002371.2,Bacillota,0
NC_002371.2,Bacteroidota,0
NC_002371.2,Rhodothermota,0
NC_002371.2,Pseudomonadota,1
NC_002371.2,Bdellovibrionota,0
NC_002371.2,Deinococcota,0
NC_002371.2,Chlamydiota,0
NC_002371.2,Actinomycetota,0
NC_002371.2,Campylobacterota,0
NC_012757.1,Mycoplasmatota,0
NC_012757.1,Spirochaetota,0
NC_012757.1,Cyanobacteriota,0
NC_012757.1,Bacillota,0
NC_012757.1,Bacteroidota,0
NC_012757.1,Rhodothermota,0
NC_012757.1,Pseudomonadota,1
NC_012757.1,Bdellovibrionota,0
NC_012757.1,Deinococcota,0
NC_012757.1,Chlamydiota,0
NC_012757.1,Actinomycetota,0
NC_012757.1,Campylobacterota,0
NC_048116.1,Mycoplasmatota,0
NC_048116.1,Spirochaetota,0
NC_048116.1,Cyanobacteriota,0
NC_048116.1,Bacillota,0
NC_048116.1,Bacteroidota,0
NC_048116.1,Rhodothermota,0
NC_048116.1,Pseudomonadota,1
NC_048116.1,Bdellovibrionota,0
NC_048116.1,Deinococcota,0
NC_048116.1,Chlamydiota,0
NC_048116.1,Actinomycetota,0
NC_048116.1,Campylobacterota,0
NC_054419.1,Mycoplasmatota,0
NC_054419.1,Spirochaetota,0
NC_054419.1,Cyanobacteriota,0
NC_054419.1,Bacillota,0
NC_054419.1,Bacteroidota,0
NC_054419.1,Rhodothermota,0
NC_054419.1,Pseudomonadota,0
NC_054419.1,Bdellovibrionota,0
NC_054419.1,Deinococcota,0
NC_054419.1,Chlamydiota,0
NC_054419.1,Actinomycetota,1
NC_054419.1,Campylobacterota,0
NC_042332.1,Mycoplasmatota,0
NC_042332.1,Spirochaetota,0
NC_042332.1,Cyanobacteriota,0
NC_042332.1,Bacillota,0
NC_042332.1,Bacteroidota,0
NC_042332.1,Rhodothermota,0
NC_042332.1,Pseudomonadota,0
NC_042332.1,Bdellovibrionota,0
NC_042332.1,Deinococcota,0
NC_042332.1,Chlamydiota,0
NC_042332.1,Actinomycetota,1
NC_042332.1,Campylobacterota,0
NC_049413.1,Mycoplasmatota,0
NC_049413.1,Spirochaetota,0
NC_049413.1,Cyanobacteriota,0
NC_049413.1,Bacillota,1
NC_049413.1,Bacteroidota,0
NC_049413.1,Rhodothermota,0
NC_049413.1,Pseudomonadota,0
NC_049413.1,Bdellovibrionota,0
NC_049413.1,Deinococcota,0
NC_049413.1,Chlamydiota,0
NC_049413.1,Actinomycetota,0
NC_049413.1,Campylobacterota,0
NC_027130.1,Mycoplasmatota,0
NC_027130.1,Spirochaetota,0
NC_027130.1,Cyanobacteriota,1
NC_027130.1,Bacillota,0
NC_027130.1,Bacteroidota,0
NC_027130.1,Rhodothermota,0
NC_027130.1,Pseudomonadota,0
NC_027130.1,Bdellovibrionota,0
NC_027130.1,Deinococcota,0
NC_027130.1,Chlamydiota,0
NC_027130.1,Actinomycetota,0
NC_027130.1,Campylobacterota,0
NC_051581.1,Mycoplasmatota,0
NC_051581.1,Spirochaetota,0
NC_051581.1,Cyanobacteriota,0
NC_051581.1,Bacillota,0
NC_051581.1,Bacteroidota,0
NC_051581.1,Rhodothermota,0
NC_051581.1,Pseudomonadota,0
NC_051581.1,Bdellovibrionota,0
NC_051581.1,Deinococcota,0
NC_051581.1,Chlamydiota,0
NC_051581.1,Actinomycetota,1
NC_051581.1,Campylobacterota,0
NC_049349.1,Mycoplasmatota,0
NC_049349.1,Spirochaetota,0
NC_049349.1,Cyanobacteriota,0
NC_049349.1,Bacillota,1
NC_049349.1,Bacteroidota,0
NC_049349.1,Rhodothermota,0
NC_049349.1,Pseudomonadota,0
NC_049349.1,Bdellovibrionota,0
NC_049349.1,Deinococcota,0
NC_049349.1,Chlamydiota,0
NC_049349.1,Actinomycetota,0
NC_049349.1,Campylobacterota,0
NC_010106.1,Mycoplasmatota,0
NC_010106.1,Spirochaetota,0
NC_010106.1,Cyanobacteriota,0
NC_010106.1,Bacillota,0
NC_010106.1,Bacteroidota,0
NC_010106.1,Rhodothermota,0
NC_010106.1,Pseudomonadota,1
NC_010106.1,Bdellovibrionota,0
NC_010106.1,Deinococcota,0
NC_010106.1,Chlamydiota,0
NC_010106.1,Actinomycetota,0
NC_010106.1,Campylobacterota,0
NC_049856.1,Mycoplasmatota,0
NC_049856.1,Spirochaetota,0
NC_049856.1,Cyanobacteriota,0
NC_049856.1,Bacillota,1
NC_049856.1,Bacteroidota,0
NC_049856.1,Rhodothermota,0
NC_049856.1,Pseudomonadota,0
NC_049856.1,Bdellovibrionota,0
NC_049856.1,Deinococcota,0
NC_049856.1,Chlamydiota,0
NC_049856.1,Actinomycetota,0
NC_049856.1,Campylobacterota,0
NC_002167.1,Mycoplasmatota,0
NC_002167.1,Spirochaetota,0
NC_002167.1,Cyanobacteriota,0
NC_002167.1,Bacillota,0
NC_002167.1,Bacteroidota,0
NC_002167.1,Rhodothermota,0
NC_002167.1,Pseudomonadota,1
NC_002167.1,Bdellovibrionota,0
NC_002167.1,Deinococcota,0
NC_002167.1,Chlamydiota,0
NC_002167.1,Actinomycetota,0
NC_002167.1,Campylobacterota,0
NC_042039.1,Mycoplasmatota,0
NC_042039.1,Spirochaetota,0
NC_042039.1,Cyanobacteriota,0
NC_042039.1,Bacillota,0
NC_042039.1,Bacteroidota,0
NC_042039.1,Rhodothermota,0
NC_042039.1,Pseudomonadota,1
NC_042039.1,Bdellovibrionota,0
NC_042039.1,Deinococcota,0
NC_042039.1,Chlamydiota,0
NC_042039.1,Actinomycetota,0
NC_042039.1,Campylobacterota,0
NC_048695.1,Mycoplasmatota,0
NC_048695.1,Spirochaetota,0
NC_048695.1,Cyanobacteriota,0
NC_048695.1,Bacillota,0
NC_048695.1,Bacteroidota,0
NC_048695.1,Rhodothermota,0
NC_048695.1,Pseudomonadota,0
NC_048695.1,Bdellovibrionota,0
NC_048695.1,Deinococcota,0
NC_048695.1,Chlamydiota,0
NC_048695.1,Actinomycetota,1
NC_048695.1,Campylobacterota,0
NC_054649.1,Mycoplasmatota,0
NC_054649.1,Spirochaetota,0
NC_054649.1,Cyanobacteriota,0
NC_054649.1,Bacillota,0
NC_054649.1,Bacteroidota,0
NC_054649.1,Rhodothermota,0
NC_054649.1,Pseudomonadota,1
NC_054649.1,Bdellovibrionota,0
NC_054649.1,Deinococcota,0
NC_054649.1,Chlamydiota,0
NC_054649.1,Actinomycetota,0
NC_054649.1,Campylobacterota,0
NC_049504.1,Mycoplasmatota,0
NC_049504.1,Spirochaetota,0
NC_049504.1,Cyanobacteriota,0
NC_049504.1,Bacillota,0
NC_049504.1,Bacteroidota,0
NC_049504.1,Rhodothermota,0
NC_049504.1,Pseudomonadota,1
NC_049504.1,Bdellovibrionota,0
NC_049504.1,Deinococcota,0
NC_049504.1,Chlamydiota,0
NC_049504.1,Actinomycetota,0
NC_049504.1,Campylobacterota,0
NC_054956.1,Mycoplasmatota,0
NC_054956.1,Spirochaetota,0
NC_054956.1,Cyanobacteriota,0
NC_054956.1,Bacillota,0
NC_054956.1,Bacteroidota,0
NC_054956.1,Rhodothermota,0
NC_054956.1,Pseudomonadota,1
NC_054956.1,Bdellovibrionota,0
NC_054956.1,Deinococcota,0
NC_054956.1,Chlamydiota,0
NC_054956.1,Actinomycetota,0
NC_054956.1,Campylobacterota,0
NC_055029.1,Mycoplasmatota,0
NC_055029.1,Spirochaetota,0
NC_055029.1,Cyanobacteriota,0
NC_055029.1,Bacillota,1
NC_055029.1,Bacteroidota,0
NC_055029.1,Rhodothermota,0
NC_055029.1,Pseudomonadota,0
NC_055029.1,Bdellovibrionota,0
NC_055029.1,Deinococcota,0
NC_055029.1,Chlamydiota,0
NC_055029.1,Actinomycetota,0
NC_055029.1,Campylobacterota,0
NC_049827.1,Mycoplasmatota,0
NC_049827.1,Spirochaetota,0
NC_049827.1,Cyanobacteriota,0
NC_049827.1,Bacillota,0
NC_049827.1,Bacteroidota,0
NC_049827.1,Rhodothermota,0
NC_049827.1,Pseudomonadota,1
NC_049827.1,Bdellovibrionota,0
NC_049827.1,Deinococcota,0
NC_049827.1,Chlamydiota,0
NC_049827.1,Actinomycetota,0
NC_049827.1,Campylobacterota,0
NC_001418.1,Mycoplasmatota,0
NC_001418.1,Spirochaetota,0
NC_001418.1,Cyanobacteriota,0
NC_001418.1,Bacillota,0
NC_001418.1,Bacteroidota,0
NC_001418.1,Rhodothermota,0
NC_001418.1,Pseudomonadota,1
NC_001418.1,Bdellovibrionota,0
NC_001418.1,Deinococcota,0
NC_001418.1,Chlamydiota,0
NC_001418.1,Actinomycetota,0
NC_001418.1,Campylobacterota,0
NC_048017.1,Mycoplasmatota,0
NC_048017.1,Spirochaetota,0
NC_048017.1,Cyanobacteriota,0
NC_048017.1,Bacillota,0
NC_048017.1,Bacteroidota,0
NC_048017.1,Rhodothermota,0
NC_048017.1,Pseudomonadota,0
NC_048017.1,Bdellovibrionota,0
NC_048017.1,Deinococcota,0
NC_048017.1,Chlamydiota,0
NC_048017.1,Actinomycetota,1
NC_048017.1,Campylobacterota,0
NC_015254.1,Mycoplasmatota,0
NC_015254.1,Spirochaetota,0
NC_015254.1,Cyanobacteriota,0
NC_015254.1,Bacillota,1
NC_015254.1,Bacteroidota,0
NC_015254.1,Rhodothermota,0
NC_015254.1,Pseudomonadota,0
NC_015254.1,Bdellovibrionota,0
NC_015254.1,Deinococcota,0
NC_015254.1,Chlamydiota,0
NC_015254.1,Actinomycetota,0
NC_015254.1,Campylobacterota,0
NC_009993.2,Mycoplasmatota,0
NC_009993.2,Spirochaetota,0
NC_009993.2,Cyanobacteriota,0
NC_009993.2,Bacillota,0
NC_009993.2,Bacteroidota,0
NC_009993.2,Rhodothermota,0
NC_009993.2,Pseudomonadota,0
NC_009993.2,Bdellovibrionota,0
NC_009993.2,Deinococcota,0
NC_009993.2,Chlamydiota,0
NC_009993.2,Actinomycetota,1
NC_009993.2,Campylobacterota,0
NC_051652.1,Mycoplasmatota,0
NC_051652.1,Spirochaetota,0
NC_051652.1,Cyanobacteriota,0
NC_051652.1,Bacillota,0
NC_051652.1,Bacteroidota,0
NC_051652.1,Rhodothermota,0
NC_051652.1,Pseudomonadota,0
NC_051652.1,Bdellovibrionota,0
NC_051652.1,Deinococcota,0
NC_051652.1,Chlamydiota,0
NC_051652.1,Actinomycetota,1
NC_051652.1,Campylobacterota,0
NC_047870.1,Mycoplasmatota,0
NC_047870.1,Spirochaetota,0
NC_047870.1,Cyanobacteriota,0
NC_047870.1,Bacillota,0
NC_047870.1,Bacteroidota,0
NC_047870.1,Rhodothermota,0
NC_047870.1,Pseudomonadota,1
NC_047870.1,Bdellovibrionota,0
NC_047870.1,Deinococcota,0
NC_047870.1,Chlamydiota,0
NC_047870.1,Actinomycetota,0
NC_047870.1,Campylobacterota,0
NC_002643.1,Mycoplasmatota,0
NC_002643.1,Spirochaetota,0
NC_002643.1,Cyanobacteriota,0
NC_002643.1,Bacillota,0
NC_002643.1,Bacteroidota,0
NC_002643.1,Rhodothermota,0
NC_002643.1,Pseudomonadota,0
NC_002643.1,Bdellovibrionota,1
NC_002643.1,Deinococcota,0
NC_002643.1,Chlamydiota,0
NC_002643.1,Actinomycetota,0
NC_002643.1,Campylobacterota,0
NC_048023.1,Mycoplasmatota,0
NC_048023.1,Spirochaetota,0
NC_048023.1,Cyanobacteriota,0
NC_048023.1,Bacillota,0
NC_048023.1,Bacteroidota,0
NC_048023.1,Rhodothermota,0
NC_048023.1,Pseudomonadota,1
NC_048023.1,Bdellovibrionota,0
NC_048023.1,Deinococcota,0
NC_048023.1,Chlamydiota,0
NC_048023.1,Actinomycetota,0
NC_048023.1,Campylobacterota,0
NC_019414.1,Mycoplasmatota,0
NC_019414.1,Spirochaetota,0
NC_019414.1,Cyanobacteriota,0
NC_019414.1,Bacillota,0
NC_019414.1,Bacteroidota,0
NC_019414.1,Rhodothermota,0
NC_019414.1,Pseudomonadota,0
NC_019414.1,Bdellovibrionota,0
NC_019414.1,Deinococcota,0
NC_019414.1,Chlamydiota,0
NC_019414.1,Actinomycetota,1
NC_019414.1,Campylobacterota,0
NC_021301.1,Mycoplasmatota,0
NC_021301.1,Spirochaetota,0
NC_021301.1,Cyanobacteriota,0
NC_021301.1,Bacillota,0
NC_021301.1,Bacteroidota,0
NC_021301.1,Rhodothermota,0
NC_021301.1,Pseudomonadota,0
NC_021301.1,Bdellovibrionota,0
NC_021301.1,Deinococcota,0
NC_021301.1,Chlamydiota,0
NC_021301.1,Actinomycetota,1
NC_021301.1,Campylobacterota,0
NC_048871.1,Mycoplasmatota,0
NC_048871.1,Spirochaetota,0
NC_048871.1,Cyanobacteriota,0
NC_048871.1,Bacillota,0
NC_048871.1,Bacteroidota,0
NC_048871.1,Rhodothermota,0
NC_048871.1,Pseudomonadota,1
NC_048871.1,Bdellovibrionota,0
NC_048871.1,Deinococcota,0
NC_048871.1,Chlamydiota,0
NC_048871.1,Actinomycetota,0
NC_048871.1,Campylobacterota,0
NC_001697.1,Mycoplasmatota,0
NC_001697.1,Spirochaetota,0
NC_001697.1,Cyanobacteriota,0
NC_001697.1,Bacillota,0
NC_001697.1,Bacteroidota,0
NC_001697.1,Rhodothermota,0
NC_001697.1,Pseudomonadota,1
NC_001697.1,Bdellovibrionota,0
NC_001697.1,Deinococcota,0
NC_001697.1,Chlamydiota,0
NC_001697.1,Actinomycetota,0
NC_001697.1,Campylobacterota,0
NC_048810.1,Mycoplasmatota,0
NC_048810.1,Spirochaetota,0
NC_048810.1,Cyanobacteriota,0
NC_048810.1,Bacillota,0
NC_048810.1,Bacteroidota,0
NC_048810.1,Rhodothermota,0
NC_048810.1,Pseudomonadota,0
NC_048810.1,Bdellovibrionota,0
NC_048810.1,Deinococcota,0
NC_048810.1,Chlamydiota,0
NC_048810.1,Actinomycetota,1
NC_048810.1,Campylobacterota,0
NC_021782.1,Mycoplasmatota,0
NC_021782.1,Spirochaetota,0
NC_021782.1,Cyanobacteriota,0
NC_021782.1,Bacillota,0
NC_021782.1,Bacteroidota,0
NC_021782.1,Rhodothermota,0
NC_021782.1,Pseudomonadota,1
NC_021782.1,Bdellovibrionota,0
NC_021782.1,Deinococcota,0
NC_021782.1,Chlamydiota,0
NC_021782.1,Actinomycetota,0
NC_021782.1,Campylobacterota,0
NC_029059.1,Mycoplasmatota,0
NC_029059.1,Spirochaetota,0
NC_029059.1,Cyanobacteriota,0
NC_029059.1,Bacillota,0
NC_029059.1,Bacteroidota,0
NC_029059.1,Rhodothermota,0
NC_029059.1,Pseudomonadota,0
NC_029059.1,Bdellovibrionota,0
NC_029059.1,Deinococcota,0
NC_029059.1,Chlamydiota,0
NC_029059.1,Actinomycetota,1
NC_029059.1,Campylobacterota,0
NC_005178.1,Mycoplasmatota,0
NC_005178.1,Spirochaetota,0
NC_005178.1,Cyanobacteriota,0
NC_005178.1,Bacillota,0
NC_005178.1,Bacteroidota,0
NC_005178.1,Rhodothermota,0
NC_005178.1,Pseudomonadota,1
NC_005178.1,Bdellovibrionota,0
NC_005178.1,Deinococcota,0
NC_005178.1,Chlamydiota,0
NC_005178.1,Actinomycetota,0
NC_005178.1,Campylobacterota,0
NC_011085.3,Mycoplasmatota,0
NC_011085.3,Spirochaetota,0
NC_011085.3,Cyanobacteriota,0
NC_011085.3,Bacillota,0
NC_011085.3,Bacteroidota,0
NC_011085.3,Rhodothermota,0
NC_011085.3,Pseudomonadota,1
NC_011085.3,Bdellovibrionota,0
NC_011085.3,Deinococcota,0
NC_011085.3,Chlamydiota,0
NC_011085.3,Actinomycetota,0
NC_011085.3,Campylobacterota,0
NC_048006.1,Mycoplasmatota,0
NC_048006.1,Spirochaetota,0
NC_048006.1,Cyanobacteriota,0
NC_048006.1,Bacillota,0
NC_048006.1,Bacteroidota,0
NC_048006.1,Rhodothermota,0
NC_048006.1,Pseudomonadota,1
NC_048006.1,Bdellovibrionota,0
NC_048006.1,Deinococcota,0
NC_048006.1,Chlamydiota,0
NC_048006.1,Actinomycetota,0
NC_048006.1,Campylobacterota,0
NC_028751.1,Mycoplasmatota,0
NC_028751.1,Spirochaetota,0
NC_028751.1,Cyanobacteriota,0
NC_028751.1,Bacillota,0
NC_028751.1,Bacteroidota,0
NC_028751.1,Rhodothermota,0
NC_028751.1,Pseudomonadota,0
NC_028751.1,Bdellovibrionota,0
NC_028751.1,Deinococcota,0
NC_028751.1,Chlamydiota,0
NC_028751.1,Actinomycetota,1
NC_028751.1,Campylobacterota,0
NC_022057.1,Mycoplasmatota,0
NC_022057.1,Spirochaetota,0
NC_022057.1,Cyanobacteriota,0
NC_022057.1,Bacillota,0
NC_022057.1,Bacteroidota,0
NC_022057.1,Rhodothermota,0
NC_022057.1,Pseudomonadota,0
NC_022057.1,Bdellovibrionota,0
NC_022057.1,Deinococcota,0
NC_022057.1,Chlamydiota,0
NC_022057.1,Actinomycetota,1
NC_022057.1,Campylobacterota,0
NC_055754.1,Mycoplasmatota,0
NC_055754.1,Spirochaetota,0
NC_055754.1,Cyanobacteriota,0
NC_055754.1,Bacillota,0
NC_055754.1,Bacteroidota,0
NC_055754.1,Rhodothermota,0
NC_055754.1,Pseudomonadota,0
NC_055754.1,Bdellovibrionota,0
NC_055754.1,Deinococcota,0
NC_055754.1,Chlamydiota,0
NC_055754.1,Actinomycetota,1
NC_055754.1,Campylobacterota,0
NC_041989.1,Mycoplasmatota,0
NC_041989.1,Spirochaetota,0
NC_041989.1,Cyanobacteriota,0
NC_041989.1,Bacillota,0
NC_041989.1,Bacteroidota,0
NC_041989.1,Rhodothermota,0
NC_041989.1,Pseudomonadota,0
NC_041989.1,Bdellovibrionota,0
NC_041989.1,Deinococcota,0
NC_041989.1,Chlamydiota,0
NC_041989.1,Actinomycetota,1
NC_041989.1,Campylobacterota,0
NC_049929.1,Mycoplasmatota,0
NC_049929.1,Spirochaetota,0
NC_049929.1,Cyanobacteriota,0
NC_049929.1,Bacillota,0
NC_049929.1,Bacteroidota,0
NC_049929.1,Rhodothermota,0
NC_049929.1,Pseudomonadota,0
NC_049929.1,Bdellovibrionota,0
NC_049929.1,Deinococcota,0
NC_049929.1,Chlamydiota,0
NC_049929.1,Actinomycetota,1
NC_049929.1,Campylobacterota,0
NC_028915.1,Mycoplasmatota,0
NC_028915.1,Spirochaetota,0
NC_028915.1,Cyanobacteriota,0
NC_028915.1,Bacillota,1
NC_028915.1,Bacteroidota,0
NC_028915.1,Rhodothermota,0
NC_028915.1,Pseudomonadota,0
NC_028915.1,Bdellovibrionota,0
NC_028915.1,Deinococcota,0
NC_028915.1,Chlamydiota,0
NC_028915.1,Actinomycetota,0
NC_028915.1,Campylobacterota,0
NC_030909.1,Mycoplasmatota,0
NC_030909.1,Spirochaetota,0
NC_030909.1,Cyanobacteriota,0
NC_030909.1,Bacillota,0
NC_030909.1,Bacteroidota,0
NC_030909.1,Rhodothermota,0
NC_030909.1,Pseudomonadota,1
NC_030909.1,Bdellovibrionota,0
NC_030909.1,Deinococcota,0
NC_030909.1,Chlamydiota,0
NC_030909.1,Actinomycetota,0
NC_030909.1,Campylobacterota,0
NC_029104.1,Mycoplasmatota,0
NC_029104.1,Spirochaetota,0
NC_029104.1,Cyanobacteriota,0
NC_029104.1,Bacillota,1
NC_029104.1,Bacteroidota,0
NC_029104.1,Rhodothermota,0
NC_029104.1,Pseudomonadota,0
NC_029104.1,Bdellovibrionota,0
NC_029104.1,Deinococcota,0
NC_029104.1,Chlamydiota,0
NC_029104.1,Actinomycetota,0
NC_029104.1,Campylobacterota,0
NC_031043.1,Mycoplasmatota,0
NC_031043.1,Spirochaetota,0
NC_031043.1,Cyanobacteriota,0
NC_031043.1,Bacillota,0
NC_031043.1,Bacteroidota,0
NC_031043.1,Rhodothermota,0
NC_031043.1,Pseudomonadota,1
NC_031043.1,Bdellovibrionota,0
NC_031043.1,Deinococcota,0
NC_031043.1,Chlamydiota,0
NC_031043.1,Actinomycetota,0
NC_031043.1,Campylobacterota,0
NC_028930.1,Mycoplasmatota,0
NC_028930.1,Spirochaetota,0
NC_028930.1,Cyanobacteriota,0
NC_028930.1,Bacillota,1
NC_028930.1,Bacteroidota,0
NC_028930.1,Rhodothermota,0
NC_028930.1,Pseudomonadota,0
NC_028930.1,Bdellovibrionota,0
NC_028930.1,Deinococcota,0
NC_028930.1,Chlamydiota,0
NC_028930.1,Actinomycetota,0
NC_028930.1,Campylobacterota,0
NC_047937.1,Mycoplasmatota,0
NC_047937.1,Spirochaetota,0
NC_047937.1,Cyanobacteriota,0
NC_047937.1,Bacillota,0
NC_047937.1,Bacteroidota,0
NC_047937.1,Rhodothermota,0
NC_047937.1,Pseudomonadota,1
NC_047937.1,Bdellovibrionota,0
NC_047937.1,Deinococcota,0
NC_047937.1,Chlamydiota,0
NC_047937.1,Actinomycetota,0
NC_047937.1,Campylobacterota,0
NC_051695.1,Mycoplasmatota,0
NC_051695.1,Spirochaetota,0
NC_051695.1,Cyanobacteriota,0
NC_051695.1,Bacillota,0
NC_051695.1,Bacteroidota,0
NC_051695.1,Rhodothermota,0
NC_051695.1,Pseudomonadota,0
NC_051695.1,Bdellovibrionota,0
NC_051695.1,Deinococcota,0
NC_051695.1,Chlamydiota,0
NC_051695.1,Actinomycetota,1
NC_051695.1,Campylobacterota,0
NC_041934.1,Mycoplasmatota,0
NC_041934.1,Spirochaetota,0
NC_041934.1,Cyanobacteriota,0
NC_041934.1,Bacillota,0
NC_041934.1,Bacteroidota,0
NC_041934.1,Rhodothermota,0
NC_041934.1,Pseudomonadota,1
NC_041934.1,Bdellovibrionota,0
NC_041934.1,Deinococcota,0
NC_041934.1,Chlamydiota,0
NC_041934.1,Actinomycetota,0
NC_041934.1,Campylobacterota,0
NC_055751.1,Mycoplasmatota,0
NC_055751.1,Spirochaetota,0
NC_055751.1,Cyanobacteriota,0
NC_055751.1,Bacillota,0
NC_055751.1,Bacteroidota,0
NC_055751.1,Rhodothermota,0
NC_055751.1,Pseudomonadota,0
NC_055751.1,Bdellovibrionota,0
NC_055751.1,Deinococcota,0
NC_055751.1,Chlamydiota,0
NC_055751.1,Actinomycetota,1
NC_055751.1,Campylobacterota,0
NC_031060.1,Mycoplasmatota,0
NC_031060.1,Spirochaetota,0
NC_031060.1,Cyanobacteriota,0
NC_031060.1,Bacillota,0
NC_031060.1,Bacteroidota,0
NC_031060.1,Rhodothermota,0
NC_031060.1,Pseudomonadota,0
NC_031060.1,Bdellovibrionota,0
NC_031060.1,Deinococcota,0
NC_031060.1,Chlamydiota,0
NC_031060.1,Actinomycetota,1
NC_031060.1,Campylobacterota,0
NC_031006.1,Mycoplasmatota,0
NC_031006.1,Spirochaetota,0
NC_031006.1,Cyanobacteriota,0
NC_031006.1,Bacillota,1
NC_031006.1,Bacteroidota,0
NC_031006.1,Rhodothermota,0
NC_031006.1,Pseudomonadota,0
NC_031006.1,Bdellovibrionota,0
NC_031006.1,Deinococcota,0
NC_031006.1,Chlamydiota,0
NC_031006.1,Actinomycetota,0
NC_031006.1,Campylobacterota,0
NC_007804.2,Mycoplasmatota,0
NC_007804.2,Spirochaetota,0
NC_007804.2,Cyanobacteriota,0
NC_007804.2,Bacillota,0
NC_007804.2,Bacteroidota,0
NC_007804.2,Rhodothermota,0
NC_007804.2,Pseudomonadota,1
NC_007804.2,Bdellovibrionota,0
NC_007804.2,Deinococcota,0
NC_007804.2,Chlamydiota,0
NC_007804.2,Actinomycetota,0
NC_007804.2,Campylobacterota,0
NC_028677.1,Mycoplasmatota,0
NC_028677.1,Spirochaetota,0
NC_028677.1,Cyanobacteriota,0
NC_028677.1,Bacillota,0
NC_028677.1,Bacteroidota,0
NC_028677.1,Rhodothermota,0
NC_028677.1,Pseudomonadota,0
NC_028677.1,Bdellovibrionota,0
NC_028677.1,Deinococcota,0
NC_028677.1,Chlamydiota,0
NC_028677.1,Actinomycetota,1
NC_028677.1,Campylobacterota,0
NC_026587.1,Mycoplasmatota,0
NC_026587.1,Spirochaetota,0
NC_026587.1,Cyanobacteriota,0
NC_026587.1,Bacillota,0
NC_026587.1,Bacteroidota,0
NC_026587.1,Rhodothermota,0
NC_026587.1,Pseudomonadota,1
NC_026587.1,Bdellovibrionota,0
NC_026587.1,Deinococcota,0
NC_026587.1,Chlamydiota,0
NC_026587.1,Actinomycetota,0
NC_026587.1,Campylobacterota,0
NC_055712.1,Mycoplasmatota,0
NC_055712.1,Spirochaetota,0
NC_055712.1,Cyanobacteriota,0
NC_055712.1,Bacillota,0
NC_055712.1,Bacteroidota,0
NC_055712.1,Rhodothermota,0
NC_055712.1,Pseudomonadota,1
NC_055712.1,Bdellovibrionota,0
NC_055712.1,Deinococcota,0
NC_055712.1,Chlamydiota,0
NC_055712.1,Actinomycetota,0
NC_055712.1,Campylobacterota,0
NC_012223.2,Mycoplasmatota,0
NC_012223.2,Spirochaetota,0
NC_012223.2,Cyanobacteriota,0
NC_012223.2,Bacillota,0
NC_012223.2,Bacteroidota,0
NC_012223.2,Rhodothermota,0
NC_012223.2,Pseudomonadota,1
NC_012223.2,Bdellovibrionota,0
NC_012223.2,Deinococcota,0
NC_012223.2,Chlamydiota,0
NC_012223.2,Actinomycetota,0
NC_012223.2,Campylobacterota,0
NC_055808.1,Mycoplasmatota,0
NC_055808.1,Spirochaetota,0
NC_055808.1,Cyanobacteriota,0
NC_055808.1,Bacillota,0
NC_055808.1,Bacteroidota,0
NC_055808.1,Rhodothermota,0
NC_055808.1,Pseudomonadota,0
NC_055808.1,Bdellovibrionota,0
NC_055808.1,Deinococcota,0
NC_055808.1,Chlamydiota,0
NC_055808.1,Actinomycetota,1
NC_055808.1,Campylobacterota,0
NC_049483.1,Mycoplasmatota,0
NC_049483.1,Spirochaetota,0
NC_049483.1,Cyanobacteriota,0
NC_049483.1,Bacillota,1
NC_049483.1,Bacteroidota,0
NC_049483.1,Rhodothermota,0
NC_049483.1,Pseudomonadota,0
NC_049483.1,Bdellovibrionota,0
NC_049483.1,Deinococcota,0
NC_049483.1,Chlamydiota,0
NC_049483.1,Actinomycetota,0
NC_049483.1,Campylobacterota,0
NC_018452.1,Mycoplasmatota,0
NC_018452.1,Spirochaetota,0
NC_018452.1,Cyanobacteriota,0
