phage,ord,scoreord
NC_047890.1,Campylobacterales,0
NC_047890.1,Sphingomonadales,0
NC_047890.1,Entomoplasmatales,0
NC_047890.1,Kitasatosporales,0
NC_047890.1,Hyphomicrobiales,0
NC_047890.1,Synechococcales,0
NC_047890.1,Leptospirales,0
NC_047890.1,Bdellovibrionales,0
NC_047890.1,Pseudomonadales,0
NC_047890.1,Nostocales,0
NC_047890.1,Chlamydiales,0
NC_047890.1,Actinomycetales,0
NC_047890.1,Propionibacteriales,0
NC_047890.1,Aeromonadales,0
NC_047890.1,Eubacteriales,0
NC_047890.1,Xanthomonadales,0
NC_047890.1,Bacteroidales,0
NC_047890.1,Pasteurellales,0
NC_047890.1,Bifidobacteriales,0
NC_047890.1,Candidatus Pelagibacterales,0
NC_047890.1,Caulobacterales,0
NC_047890.1,Alteromonadales,0
NC_047890.1,Bacillales,0
NC_047890.1,Oscillatoriales,0
NC_047890.1,Micrococcales,0
NC_047890.1,Rhodothermales,0
NC_047890.1,Rhodobacterales,0
NC_047890.1,Vibrionales,0
NC_047890.1,Thermales,0
NC_047890.1,Moraxellales,0
NC_047890.1,Burkholderiales,0
NC_047890.1,Lactobacillales,0
NC_047890.1,Flavobacteriales,0
NC_054955.1,Mycobacteriales,0
NC_054955.1,Thermoanaerobacterales,0
NC_054955.1,Enterobacterales,0
NC_054955.1,Mycoplasmatales,0
NC_054955.1,Campylobacterales,0
NC_054955.1,Sphingomonadales,0
NC_054955.1,Entomoplasmatales,0
NC_054955.1,Kitasatosporales,0
NC_054955.1,Hyphomicrobiales,0
NC_054955.1,Synechococcales,0
NC_054955.1,Leptospirales,0
NC_054955.1,Bdellovibrionales,0
NC_054955.1,Pseudomonadales,0
NC_054955.1,Nostocales,0
NC_054955.1,Chlamydiales,0
NC_054955.1,Actinomycetales,0
NC_054955.1,Propionibacteriales,0
NC_054955.1,Aeromonadales,0
NC_054955.1,Eubacteriales,0
NC_054955.1,Xanthomonadales,0
NC_054955.1,Bacteroidales,0
NC_054955.1,Pasteurellales,0
NC_054955.1,Bifidobacteriales,0
NC_054955.1,Candidatus Pelagibacterales,0
NC_054955.1,Caulobacterales,0
NC_054955.1,Alteromonadales,0
NC_054955.1,Bacillales,0
NC_054955.1,Oscillatoriales,0
NC_054955.1,Micrococcales,0
NC_054955.1,Rhodothermales,0
NC_054955.1,Rhodobacterales,0
NC_054955.1,Vibrionales,0
NC_054955.1,Thermales,0
NC_054955.1,Moraxellales,0
NC_054955.1,Burkholderiales,1
NC_054955.1,Lactobacillales,0
NC_054955.1,Flavobacteriales,0
NC_048728.1,Mycobacteriales,0
NC_048728.1,Thermoanaerobacterales,0
NC_048728.1,Enterobacterales,0
NC_048728.1,Mycoplasmatales,0
NC_048728.1,Campylobacterales,0
NC_048728.1,Sphingomonadales,0
NC_048728.1,Entomoplasmatales,0
NC_048728.1,Kitasatosporales,1
NC_048728.1,Hyphomicrobiales,0
NC_048728.1,Synechococcales,0
NC_048728.1,Leptospirales,0
NC_048728.1,Bdellovibrionales,0
NC_048728.1,Pseudomonadales,0
NC_048728.1,Nostocales,0
NC_048728.1,Chlamydiales,0
NC_048728.1,Actinomycetales,0
NC_048728.1,Propionibacteriales,0
NC_048728.1,Aeromonadales,0
NC_048728.1,Eubacteriales,0
NC_048728.1,Xanthomonadales,0
NC_048728.1,Bacteroidales,0
NC_048728.1,Pasteurellales,0
NC_048728.1,Bifidobacteriales,0
NC_048728.1,Candidatus Pelagibacterales,0
NC_048728.1,Caulobacterales,0
NC_048728.1,Alteromonadales,0
NC_048728.1,Bacillales,0
NC_048728.1,Oscillatoriales,0
NC_048728.1,Micrococcales,0
NC_048728.1,Rhodothermales,0
NC_048728.1,Rhodobacterales,0
NC_048728.1,Vibrionales,0
NC_048728.1,Thermales,0
NC_048728.1,Moraxellales,0
NC_048728.1,Burkholderiales,0
NC_048728.1,Lactobacillales,0
NC_048728.1,Flavobacteriales,0
NC_027979.1,Mycobacteriales,0
NC_027979.1,Thermoanaerobacterales,0
NC_027979.1,Enterobacterales,1
NC_027979.1,Mycoplasmatales,0
NC_027979.1,Campylobacterales,0
NC_027979.1,Sphingomonadales,0
NC_027979.1,Entomoplasmatales,0
NC_027979.1,Kitasatosporales,0
NC_027979.1,Hyphomicrobiales,0
NC_027979.1,Synechococcales,0
NC_027979.1,Leptospirales,0
NC_027979.1,Bdellovibrionales,0
NC_027979.1,Pseudomonadales,0
NC_027979.1,Nostocales,0
NC_027979.1,Chlamydiales,0
NC_027979.1,Actinomycetales,0
NC_027979.1,Propionibacteriales,0
NC_027979.1,Aeromonadales,0
NC_027979.1,Eubacteriales,0
NC_027979.1,Xanthomonadales,0
NC_027979.1,Bacteroidales,0
NC_027979.1,Pasteurellales,0
NC_027979.1,Bifidobacteriales,0
NC_027979.1,Candidatus Pelagibacterales,0
NC_027979.1,Caulobacterales,0
NC_027979.1,Alteromonadales,0
NC_027979.1,Bacillales,0
NC_027979.1,Oscillatoriales,0
NC_027979.1,Micrococcales,0
NC_027979.1,Rhodothermales,0
NC_027979.1,Rhodobacterales,0
NC_027979.1,Vibrionales,0
NC_027979.1,Thermales,0
NC_027979.1,Moraxellales,0
NC_027979.1,Burkholderiales,0
NC_027979.1,Lactobacillales,0
NC_027979.1,Flavobacteriales,0
NC_048166.1,Mycobacteriales,0
NC_048166.1,Thermoanaerobacterales,0
NC_048166.1,Enterobacterales,0
NC_048166.1,Mycoplasmatales,0
NC_048166.1,Campylobacterales,0
NC_048166.1,Sphingomonadales,0
NC_048166.1,Entomoplasmatales,0
NC_048166.1,Kitasatosporales,0
NC_048166.1,Hyphomicrobiales,0
NC_048166.1,Synechococcales,0
NC_048166.1,Leptospirales,0
NC_048166.1,Bdellovibrionales,0
NC_048166.1,Pseudomonadales,1
NC_048166.1,Nostocales,0
NC_048166.1,Chlamydiales,0
NC_048166.1,Actinomycetales,0
NC_048166.1,Propionibacteriales,0
NC_048166.1,Aeromonadales,0
NC_048166.1,Eubacteriales,0
NC_048166.1,Xanthomonadales,0
NC_048166.1,Bacteroidales,0
NC_048166.1,Pasteurellales,0
NC_048166.1,Bifidobacteriales,0
NC_048166.1,Candidatus Pelagibacterales,0
NC_048166.1,Caulobacterales,0
NC_048166.1,Alteromonadales,0
NC_048166.1,Bacillales,0
NC_048166.1,Oscillatoriales,0
NC_048166.1,Micrococcales,0
NC_048166.1,Rhodothermales,0
NC_048166.1,Rhodobacterales,0
NC_048166.1,Vibrionales,0
NC_048166.1,Thermales,0
NC_048166.1,Moraxellales,0
NC_048166.1,Burkholderiales,0
NC_048166.1,Lactobacillales,0
NC_048166.1,Flavobacteriales,0
NC_028770.1,Mycobacteriales,0
NC_028770.1,Thermoanaerobacterales,0
NC_028770.1,Enterobacterales,0
NC_028770.1,Mycoplasmatales,0
NC_028770.1,Campylobacterales,0
NC_028770.1,Sphingomonadales,0
NC_028770.1,Entomoplasmatales,0
NC_028770.1,Kitasatosporales,0
NC_028770.1,Hyphomicrobiales,0
NC_028770.1,Synechococcales,0
NC_028770.1,Leptospirales,0
NC_028770.1,Bdellovibrionales,0
NC_028770.1,Pseudomonadales,1
NC_028770.1,Nostocales,0
NC_028770.1,Chlamydiales,0
NC_028770.1,Actinomycetales,0
NC_028770.1,Propionibacteriales,0
NC_028770.1,Aeromonadales,0
NC_028770.1,Eubacteriales,0
NC_028770.1,Xanthomonadales,0
NC_028770.1,Bacteroidales,0
NC_028770.1,Pasteurellales,0
NC_028770.1,Bifidobacteriales,0
NC_028770.1,Candidatus Pelagibacterales,0
NC_028770.1,Caulobacterales,0
NC_028770.1,Alteromonadales,0
NC_028770.1,Bacillales,0
NC_028770.1,Oscillatoriales,0
NC_028770.1,Micrococcales,0
NC_028770.1,Rhodothermales,0
NC_028770.1,Rhodobacterales,0
NC_028770.1,Vibrionales,0
NC_028770.1,Thermales,0
NC_028770.1,Moraxellales,0
NC_028770.1,Burkholderiales,0
NC_028770.1,Lactobacillales,0
NC_028770.1,Flavobacteriales,0
NC_047995.1,Mycobacteriales,0
NC_047995.1,Thermoanaerobacterales,0
NC_047995.1,Enterobacterales,1
NC_047995.1,Mycoplasmatales,0
NC_047995.1,Campylobacterales,0
NC_047995.1,Sphingomonadales,0
NC_047995.1,Entomoplasmatales,0
NC_047995.1,Kitasatosporales,0
NC_047995.1,Hyphomicrobiales,0
NC_047995.1,Synechococcales,0
NC_047995.1,Leptospirales,0
NC_047995.1,Bdellovibrionales,0
NC_047995.1,Pseudomonadales,0
NC_047995.1,Nostocales,0
NC_047995.1,Chlamydiales,0
NC_047995.1,Actinomycetales,0
NC_047995.1,Propionibacteriales,0
NC_047995.1,Aeromonadales,0
NC_047995.1,Eubacteriales,0
NC_047995.1,Xanthomonadales,0
NC_047995.1,Bacteroidales,0
NC_047995.1,Pasteurellales,0
NC_047995.1,Bifidobacteriales,0
NC_047995.1,Candidatus Pelagibacterales,0
NC_047995.1,Caulobacterales,0
NC_047995.1,Alteromonadales,0
NC_047995.1,Bacillales,0
NC_047995.1,Oscillatoriales,0
NC_047995.1,Micrococcales,0
NC_047995.1,Rhodothermales,0
NC_047995.1,Rhodobacterales,0
NC_047995.1,Vibrionales,0
NC_047995.1,Thermales,0
NC_047995.1,Moraxellales,0
NC_047995.1,Burkholderiales,0
NC_047995.1,Lactobacillales,0
NC_047995.1,Flavobacteriales,0
NC_012753.1,Mycobacteriales,0
NC_012753.1,Thermoanaerobacterales,0
NC_012753.1,Enterobacterales,0
NC_012753.1,Mycoplasmatales,0
NC_012753.1,Campylobacterales,0
NC_012753.1,Sphingomonadales,0
NC_012753.1,Entomoplasmatales,0
NC_012753.1,Kitasatosporales,0
NC_012753.1,Hyphomicrobiales,0
NC_012753.1,Synechococcales,0
NC_012753.1,Leptospirales,0
NC_012753.1,Bdellovibrionales,0
NC_012753.1,Pseudomonadales,0
NC_012753.1,Nostocales,0
NC_012753.1,Chlamydiales,0
NC_012753.1,Actinomycetales,0
NC_012753.1,Propionibacteriales,0
NC_012753.1,Aeromonadales,0
NC_012753.1,Eubacteriales,0
NC_012753.1,Xanthomonadales,0
NC_012753.1,Bacteroidales,0
NC_012753.1,Pasteurellales,0
NC_012753.1,Bifidobacteriales,0
NC_012753.1,Candidatus Pelagibacterales,0
NC_012753.1,Caulobacterales,0
NC_012753.1,Alteromonadales,0
NC_012753.1,Bacillales,0
NC_012753.1,Oscillatoriales,0
NC_012753.1,Micrococcales,0
NC_012753.1,Rhodothermales,0
NC_012753.1,Rhodobacterales,0
NC_012753.1,Vibrionales,0
NC_012753.1,Thermales,0
NC_012753.1,Moraxellales,0
NC_012753.1,Burkholderiales,0
NC_012753.1,Lactobacillales,1
NC_012753.1,Flavobacteriales,0
NC_055011.1,Mycobacteriales,0
NC_055011.1,Thermoanaerobacterales,0
NC_055011.1,Enterobacterales,0
NC_055011.1,Mycoplasmatales,0
NC_055011.1,Campylobacterales,0
NC_055011.1,Sphingomonadales,0
NC_055011.1,Entomoplasmatales,0
NC_055011.1,Kitasatosporales,0
NC_055011.1,Hyphomicrobiales,0
NC_055011.1,Synechococcales,0
NC_055011.1,Leptospirales,0
NC_055011.1,Bdellovibrionales,0
NC_055011.1,Pseudomonadales,0
NC_055011.1,Nostocales,0
NC_055011.1,Chlamydiales,0
NC_055011.1,Actinomycetales,0
NC_055011.1,Propionibacteriales,0
NC_055011.1,Aeromonadales,0
NC_055011.1,Eubacteriales,0
NC_055011.1,Xanthomonadales,0
NC_055011.1,Bacteroidales,0
NC_055011.1,Pasteurellales,0
NC_055011.1,Bifidobacteriales,0
NC_055011.1,Candidatus Pelagibacterales,0
NC_055011.1,Caulobacterales,0
NC_055011.1,Alteromonadales,0
NC_055011.1,Bacillales,0
NC_055011.1,Oscillatoriales,0
NC_055011.1,Micrococcales,0
NC_055011.1,Rhodothermales,0
NC_055011.1,Rhodobacterales,0
NC_055011.1,Vibrionales,0
NC_055011.1,Thermales,0
NC_055011.1,Moraxellales,0
NC_055011.1,Burkholderiales,0
NC_055011.1,Lactobacillales,1
NC_055011.1,Flavobacteriales,0
NC_029093.1,Mycobacteriales,1
NC_029093.1,Thermoanaerobacterales,0
NC_029093.1,Enterobacterales,0
NC_029093.1,Mycoplasmatales,0
NC_029093.1,Campylobacterales,0
NC_029093.1,Sphingomonadales,0
NC_029093.1,Entomoplasmatales,0
NC_029093.1,Kitasatosporales,0
NC_029093.1,Hyphomicrobiales,0
NC_029093.1,Synechococcales,0
NC_029093.1,Leptospirales,0
NC_029093.1,Bdellovibrionales,0
NC_029093.1,Pseudomonadales,0
NC_029093.1,Nostocales,0
NC_029093.1,Chlamydiales,0
NC_029093.1,Actinomycetales,0
NC_029093.1,Propionibacteriales,0
NC_029093.1,Aeromonadales,0
NC_029093.1,Eubacteriales,0
NC_029093.1,Xanthomonadales,0
NC_029093.1,Bacteroidales,0
NC_029093.1,Pasteurellales,0
NC_029093.1,Bifidobacteriales,0
NC_029093.1,Candidatus Pelagibacterales,0
NC_029093.1,Caulobacterales,0
NC_029093.1,Alteromonadales,0
NC_029093.1,Bacillales,0
NC_029093.1,Oscillatoriales,0
NC_029093.1,Micrococcales,0
NC_029093.1,Rhodothermales,0
NC_029093.1,Rhodobacterales,0
NC_029093.1,Vibrionales,0
NC_029093.1,Thermales,0
NC_029093.1,Moraxellales,0
NC_029093.1,Burkholderiales,0
NC_029093.1,Lactobacillales,0
NC_029093.1,Flavobacteriales,0
NC_029028.1,Mycobacteriales,0
NC_029028.1,Thermoanaerobacterales,0
NC_029028.1,Enterobacterales,1
NC_029028.1,Mycoplasmatales,0
NC_029028.1,Campylobacterales,0
NC_029028.1,Sphingomonadales,0
NC_029028.1,Entomoplasmatales,0
NC_029028.1,Kitasatosporales,0
NC_029028.1,Hyphomicrobiales,0
NC_029028.1,Synechococcales,0
NC_029028.1,Leptospirales,0
NC_029028.1,Bdellovibrionales,0
NC_029028.1,Pseudomonadales,0
NC_029028.1,Nostocales,0
NC_029028.1,Chlamydiales,0
NC_029028.1,Actinomycetales,0
NC_029028.1,Propionibacteriales,0
NC_029028.1,Aeromonadales,0
NC_029028.1,Eubacteriales,0
NC_029028.1,Xanthomonadales,0
NC_029028.1,Bacteroidales,0
NC_029028.1,Pasteurellales,0
NC_029028.1,Bifidobacteriales,0
NC_029028.1,Candidatus Pelagibacterales,0
NC_029028.1,Caulobacterales,0
NC_029028.1,Alteromonadales,0
NC_029028.1,Bacillales,0
NC_029028.1,Oscillatoriales,0
NC_029028.1,Micrococcales,0
NC_029028.1,Rhodothermales,0
NC_029028.1,Rhodobacterales,0
NC_029028.1,Vibrionales,0
NC_029028.1,Thermales,0
NC_029028.1,Moraxellales,0
NC_029028.1,Burkholderiales,0
NC_029028.1,Lactobacillales,0
NC_029028.1,Flavobacteriales,0
NC_047763.1,Mycobacteriales,0
NC_047763.1,Thermoanaerobacterales,0
NC_047763.1,Enterobacterales,0
NC_047763.1,Mycoplasmatales,0
NC_047763.1,Campylobacterales,0
NC_047763.1,Sphingomonadales,0
NC_047763.1,Entomoplasmatales,0
NC_047763.1,Kitasatosporales,0
NC_047763.1,Hyphomicrobiales,0
NC_047763.1,Synechococcales,0
NC_047763.1,Leptospirales,0
NC_047763.1,Bdellovibrionales,0
NC_047763.1,Pseudomonadales,0
NC_047763.1,Nostocales,0
NC_047763.1,Chlamydiales,0
NC_047763.1,Actinomycetales,0
NC_047763.1,Propionibacteriales,0
NC_047763.1,Aeromonadales,0
NC_047763.1,Eubacteriales,0
NC_047763.1,Xanthomonadales,0
NC_047763.1,Bacteroidales,0
NC_047763.1,Pasteurellales,0
NC_047763.1,Bifidobacteriales,0
NC_047763.1,Candidatus Pelagibacterales,0
NC_047763.1,Caulobacterales,0
NC_047763.1,Alteromonadales,0
NC_047763.1,Bacillales,0
NC_047763.1,Oscillatoriales,0
NC_047763.1,Micrococcales,0
NC_047763.1,Rhodothermales,0
NC_047763.1,Rhodobacterales,0
NC_047763.1,Vibrionales,0
NC_047763.1,Thermales,0
NC_047763.1,Moraxellales,0
NC_047763.1,Burkholderiales,0
NC_047763.1,Lactobacillales,1
NC_047763.1,Flavobacteriales,0
NC_054808.1,Mycobacteriales,1
NC_054808.1,Thermoanaerobacterales,0
NC_054808.1,Enterobacterales,0
NC_054808.1,Mycoplasmatales,0
NC_054808.1,Campylobacterales,0
NC_054808.1,Sphingomonadales,0
NC_054808.1,Entomoplasmatales,0
NC_054808.1,Kitasatosporales,0
NC_054808.1,Hyphomicrobiales,0
NC_054808.1,Synechococcales,0
NC_054808.1,Leptospirales,0
NC_054808.1,Bdellovibrionales,0
NC_054808.1,Pseudomonadales,0
NC_054808.1,Nostocales,0
NC_054808.1,Chlamydiales,0
NC_054808.1,Actinomycetales,0
NC_054808.1,Propionibacteriales,0
NC_054808.1,Aeromonadales,0
NC_054808.1,Eubacteriales,0
NC_054808.1,Xanthomonadales,0
NC_054808.1,Bacteroidales,0
NC_054808.1,Pasteurellales,0
NC_054808.1,Bifidobacteriales,0
NC_054808.1,Candidatus Pelagibacterales,0
NC_054808.1,Caulobacterales,0
NC_054808.1,Alteromonadales,0
NC_054808.1,Bacillales,0
NC_054808.1,Oscillatoriales,0
NC_054808.1,Micrococcales,0
NC_054808.1,Rhodothermales,0
NC_054808.1,Rhodobacterales,0
NC_054808.1,Vibrionales,0
NC_054808.1,Thermales,0
NC_054808.1,Moraxellales,0
NC_054808.1,Burkholderiales,0
NC_054808.1,Lactobacillales,0
NC_054808.1,Flavobacteriales,0
NC_019502.1,Mycobacteriales,0
NC_019502.1,Thermoanaerobacterales,0
NC_019502.1,Enterobacterales,0
NC_019502.1,Mycoplasmatales,0
NC_019502.1,Campylobacterales,0
NC_019502.1,Sphingomonadales,0
NC_019502.1,Entomoplasmatales,0
NC_019502.1,Kitasatosporales,0
NC_019502.1,Hyphomicrobiales,0
NC_019502.1,Synechococcales,0
NC_019502.1,Leptospirales,0
NC_019502.1,Bdellovibrionales,0
NC_019502.1,Pseudomonadales,0
NC_019502.1,Nostocales,0
NC_019502.1,Chlamydiales,0
NC_019502.1,Actinomycetales,0
NC_019502.1,Propionibacteriales,0
NC_019502.1,Aeromonadales,0
NC_019502.1,Eubacteriales,0
NC_019502.1,Xanthomonadales,0
NC_019502.1,Bacteroidales,0
NC_019502.1,Pasteurellales,0
NC_019502.1,Bifidobacteriales,0
NC_019502.1,Candidatus Pelagibacterales,0
NC_019502.1,Caulobacterales,0
NC_019502.1,Alteromonadales,0
NC_019502.1,Bacillales,1
NC_019502.1,Oscillatoriales,0
NC_019502.1,Micrococcales,0
NC_019502.1,Rhodothermales,0
NC_019502.1,Rhodobacterales,0
NC_019502.1,Vibrionales,0
NC_019502.1,Thermales,0
NC_019502.1,Moraxellales,0
NC_019502.1,Burkholderiales,0
NC_019502.1,Lactobacillales,0
NC_019502.1,Flavobacteriales,0
NC_054935.1,Mycobacteriales,0
NC_054935.1,Thermoanaerobacterales,0
NC_054935.1,Enterobacterales,1
NC_054935.1,Mycoplasmatales,0
NC_054935.1,Campylobacterales,0
NC_054935.1,Sphingomonadales,0
NC_054935.1,Entomoplasmatales,0
NC_054935.1,Kitasatosporales,0
NC_054935.1,Hyphomicrobiales,0
NC_054935.1,Synechococcales,0
NC_054935.1,Leptospirales,0
NC_054935.1,Bdellovibrionales,0
NC_054935.1,Pseudomonadales,0
NC_054935.1,Nostocales,0
NC_054935.1,Chlamydiales,0
NC_054935.1,Actinomycetales,0
NC_054935.1,Propionibacteriales,0
NC_054935.1,Aeromonadales,0
NC_054935.1,Eubacteriales,0
NC_054935.1,Xanthomonadales,0
NC_054935.1,Bacteroidales,0
NC_054935.1,Pasteurellales,0
NC_054935.1,Bifidobacteriales,0
NC_054935.1,Candidatus Pelagibacterales,0
NC_054935.1,Caulobacterales,0
NC_054935.1,Alteromonadales,0
NC_054935.1,Bacillales,0
NC_054935.1,Oscillatoriales,0
NC_054935.1,Micrococcales,0
NC_054935.1,Rhodothermales,0
NC_054935.1,Rhodobacterales,0
NC_054935.1,Vibrionales,0
NC_054935.1,Thermales,0
NC_054935.1,Moraxellales,0
NC_054935.1,Burkholderiales,0
NC_054935.1,Lactobacillales,0
NC_054935.1,Flavobacteriales,0
NC_047771.1,Mycobacteriales,0
NC_047771.1,Thermoanaerobacterales,0
NC_047771.1,Enterobacterales,1
NC_047771.1,Mycoplasmatales,0
NC_047771.1,Campylobacterales,0
NC_047771.1,Sphingomonadales,0
NC_047771.1,Entomoplasmatales,0
NC_047771.1,Kitasatosporales,0
NC_047771.1,Hyphomicrobiales,0
NC_047771.1,Synechococcales,0
NC_047771.1,Leptospirales,0
NC_047771.1,Bdellovibrionales,0
NC_047771.1,Pseudomonadales,0
NC_047771.1,Nostocales,0
NC_047771.1,Chlamydiales,0
NC_047771.1,Actinomycetales,0
NC_047771.1,Propionibacteriales,0
NC_047771.1,Aeromonadales,0
NC_047771.1,Eubacteriales,0
NC_047771.1,Xanthomonadales,0
NC_047771.1,Bacteroidales,0
NC_047771.1,Pasteurellales,0
NC_047771.1,Bifidobacteriales,0
NC_047771.1,Candidatus Pelagibacterales,0
NC_047771.1,Caulobacterales,0
NC_047771.1,Alteromonadales,0
NC_047771.1,Bacillales,0
NC_047771.1,Oscillatoriales,0
NC_047771.1,Micrococcales,0
NC_047771.1,Rhodothermales,0
NC_047771.1,Rhodobacterales,0
NC_047771.1,Vibrionales,0
NC_047771.1,Thermales,0
NC_047771.1,Moraxellales,0
NC_047771.1,Burkholderiales,0
NC_047771.1,Lactobacillales,0
NC_047771.1,Flavobacteriales,0
NC_047858.1,Mycobacteriales,0
NC_047858.1,Thermoanaerobacterales,0
NC_047858.1,Enterobacterales,1
NC_047858.1,Mycoplasmatales,0
NC_047858.1,Campylobacterales,0
NC_047858.1,Sphingomonadales,0
NC_047858.1,Entomoplasmatales,0
NC_047858.1,Kitasatosporales,0
NC_047858.1,Hyphomicrobiales,0
NC_047858.1,Synechococcales,0
NC_047858.1,Leptospirales,0
NC_047858.1,Bdellovibrionales,0
NC_047858.1,Pseudomonadales,0
NC_047858.1,Nostocales,0
NC_047858.1,Chlamydiales,0
NC_047858.1,Actinomycetales,0
NC_047858.1,Propionibacteriales,0
NC_047858.1,Aeromonadales,0
NC_047858.1,Eubacteriales,0
NC_047858.1,Xanthomonadales,0
NC_047858.1,Bacteroidales,0
NC_047858.1,Pasteurellales,0
NC_047858.1,Bifidobacteriales,0
NC_047858.1,Candidatus Pelagibacterales,0
NC_047858.1,Caulobacterales,0
NC_047858.1,Alteromonadales,0
NC_047858.1,Bacillales,0
NC_047858.1,Oscillatoriales,0
NC_047858.1,Micrococcales,0
NC_047858.1,Rhodothermales,0
NC_047858.1,Rhodobacterales,0
NC_047858.1,Vibrionales,0
NC_047858.1,Thermales,0
NC_047858.1,Moraxellales,0
NC_047858.1,Burkholderiales,0
NC_047858.1,Lactobacillales,0
NC_047858.1,Flavobacteriales,0
NC_041902.1,Mycobacteriales,0
NC_041902.1,Thermoanaerobacterales,0
NC_041902.1,Enterobacterales,0
NC_041902.1,Mycoplasmatales,0
NC_041902.1,Campylobacterales,0
NC_041902.1,Sphingomonadales,0
NC_041902.1,Entomoplasmatales,0
NC_041902.1,Kitasatosporales,0
NC_041902.1,Hyphomicrobiales,0
NC_041902.1,Synechococcales,0
NC_041902.1,Leptospirales,0
NC_041902.1,Bdellovibrionales,0
NC_041902.1,Pseudomonadales,1
NC_041902.1,Nostocales,0
NC_041902.1,Chlamydiales,0
NC_041902.1,Actinomycetales,0
NC_041902.1,Propionibacteriales,0
NC_041902.1,Aeromonadales,0
NC_041902.1,Eubacteriales,0
NC_041902.1,Xanthomonadales,0
NC_041902.1,Bacteroidales,0
NC_041902.1,Pasteurellales,0
NC_041902.1,Bifidobacteriales,0
NC_041902.1,Candidatus Pelagibacterales,0
NC_041902.1,Caulobacterales,0
NC_041902.1,Alteromonadales,0
NC_041902.1,Bacillales,0
NC_041902.1,Oscillatoriales,0
NC_041902.1,Micrococcales,0
NC_041902.1,Rhodothermales,0
NC_041902.1,Rhodobacterales,0
NC_041902.1,Vibrionales,0
NC_041902.1,Thermales,0
NC_041902.1,Moraxellales,0
NC_041902.1,Burkholderiales,0
NC_041902.1,Lactobacillales,0
NC_041902.1,Flavobacteriales,0
NC_049429.1,Mycobacteriales,0
NC_049429.1,Thermoanaerobacterales,0
NC_049429.1,Enterobacterales,1
NC_049429.1,Mycoplasmatales,0
NC_049429.1,Campylobacterales,0
NC_049429.1,Sphingomonadales,0
NC_049429.1,Entomoplasmatales,0
NC_049429.1,Kitasatosporales,0
NC_049429.1,Hyphomicrobiales,0
NC_049429.1,Synechococcales,0
NC_049429.1,Leptospirales,0
NC_049429.1,Bdellovibrionales,0
NC_049429.1,Pseudomonadales,0
NC_049429.1,Nostocales,0
NC_049429.1,Chlamydiales,0
NC_049429.1,Actinomycetales,0
NC_049429.1,Propionibacteriales,0
NC_049429.1,Aeromonadales,0
NC_049429.1,Eubacteriales,0
NC_049429.1,Xanthomonadales,0
NC_049429.1,Bacteroidales,0
NC_049429.1,Pasteurellales,0
NC_049429.1,Bifidobacteriales,0
NC_049429.1,Candidatus Pelagibacterales,0
NC_049429.1,Caulobacterales,0
NC_049429.1,Alteromonadales,0
NC_049429.1,Bacillales,0
NC_049429.1,Oscillatoriales,0
NC_049429.1,Micrococcales,0
NC_049429.1,Rhodothermales,0
NC_049429.1,Rhodobacterales,0
NC_049429.1,Vibrionales,0
NC_049429.1,Thermales,0
NC_049429.1,Moraxellales,0
NC_049429.1,Burkholderiales,0
NC_049429.1,Lactobacillales,0
NC_049429.1,Flavobacteriales,0
NC_029018.2,Mycobacteriales,1
NC_029018.2,Thermoanaerobacterales,0
NC_029018.2,Enterobacterales,0
NC_029018.2,Mycoplasmatales,0
NC_029018.2,Campylobacterales,0
NC_029018.2,Sphingomonadales,0
NC_029018.2,Entomoplasmatales,0
NC_029018.2,Kitasatosporales,0
NC_029018.2,Hyphomicrobiales,0
NC_029018.2,Synechococcales,0
NC_029018.2,Leptospirales,0
NC_029018.2,Bdellovibrionales,0
NC_029018.2,Pseudomonadales,0
NC_029018.2,Nostocales,0
NC_029018.2,Chlamydiales,0
NC_029018.2,Actinomycetales,0
NC_029018.2,Propionibacteriales,0
NC_029018.2,Aeromonadales,0
NC_029018.2,Eubacteriales,0
NC_029018.2,Xanthomonadales,0
NC_029018.2,Bacteroidales,0
NC_029018.2,Pasteurellales,0
NC_029018.2,Bifidobacteriales,0
NC_029018.2,Candidatus Pelagibacterales,0
NC_029018.2,Caulobacterales,0
NC_029018.2,Alteromonadales,0
NC_029018.2,Bacillales,0
NC_029018.2,Oscillatoriales,0
NC_029018.2,Micrococcales,0
NC_029018.2,Rhodothermales,0
NC_029018.2,Rhodobacterales,0
NC_029018.2,Vibrionales,0
NC_029018.2,Thermales,0
NC_029018.2,Moraxellales,0
NC_029018.2,Burkholderiales,0
NC_029018.2,Lactobacillales,0
NC_029018.2,Flavobacteriales,0
NC_051722.1,Mycobacteriales,1
NC_051722.1,Thermoanaerobacterales,0
NC_051722.1,Enterobacterales,0
NC_051722.1,Mycoplasmatales,0
NC_051722.1,Campylobacterales,0
NC_051722.1,Sphingomonadales,0
NC_051722.1,Entomoplasmatales,0
NC_051722.1,Kitasatosporales,0
NC_051722.1,Hyphomicrobiales,0
NC_051722.1,Synechococcales,0
NC_051722.1,Leptospirales,0
NC_051722.1,Bdellovibrionales,0
NC_051722.1,Pseudomonadales,0
NC_051722.1,Nostocales,0
NC_051722.1,Chlamydiales,0
NC_051722.1,Actinomycetales,0
NC_051722.1,Propionibacteriales,0
NC_051722.1,Aeromonadales,0
NC_051722.1,Eubacteriales,0
NC_051722.1,Xanthomonadales,0
